dato;stop_name;tid;faktisk_tid;avstand;min_tid;ko_min_km;Forsinkelser
28.10.2025;Dalb¿;Morgen;2,6;1,8;1,8;0,43;0,25
29.10.2025;Dalb¿;Morgen;2,4;1,8;1,8;0,33;0,91
30.10.2025;Dalb¿;Morgen;2,7;1,8;1,8;0,5;0,24
31.10.2025;Dalb¿;Morgen;2,4;1,8;1,8;0,32;0,74
26.11.2025;Dalb¿;Morgen;2,2;1,8;1,8;0,24;0,64
27.11.2025;Dalb¿;Morgen;2,4;1,8;1,8;0,31;0,92
28.11.2025;Dalb¿;Morgen;2,7;1,8;1,8;0,49;0,73
01.12.2025;Dalb¿;Morgen;3,9;1,8;1,8;1,12;0,66
02.12.2025;Dalb¿;Morgen;3,3;1,8;1,8;0,82;0,47
03.12.2025;Dalb¿;Morgen;2,3;1,8;1,8;0,27;0,74
16.10.2025;Eid;Morgen;7,8;2,9;3,7;1,41;0,17
17.10.2025;Eid;Morgen;7,3;2,9;3,7;1,27;0,23
20.10.2025;Eid;Morgen;9,7;2,9;3,7;2,07;0,8
21.10.2025;Eid;Morgen;10,6;2,9;3,7;2,38;0,2
22.10.2025;Eid;Morgen;7,9;2,9;3,7;1,47;0,94
23.10.2025;Eid;Morgen;11,5;2,9;3,7;2,7;0,08
24.10.2025;Eid;Morgen;8,7;2,9;3,7;1,73;0,82
27.10.2025;Eid;Morgen;10,8;2,9;3,7;2,47;0,05
28.10.2025;Eid;Morgen;10,6;2,9;3,7;2,4;0,62
29.10.2025;Eid;Morgen;6,9;2,9;3,7;1,13;0,77
30.10.2025;Eid;Morgen;6;2,9;3,7;0,81;0,63
31.10.2025;Eid;Morgen;7;2,9;3,7;1,14;0,85
26.11.2025;Eid;Morgen;3,8;2,9;3,7;0,06;0,14
27.11.2025;Eid;Morgen;8,3;2,9;3,7;1,62;0,56
28.11.2025;Eid;Morgen;8;2,9;3,7;1,49;0,22
01.12.2025;Eid;Morgen;7,9;2,9;3,7;1,47;0,03
02.12.2025;Eid;Morgen;12;2,9;3,7;2,87;0,38
03.12.2025;Eid;Morgen;10,6;2,9;3,7;2,39;0,51
16.10.2025;Fusdal;Morgen;5,6;1,3;4;1,17;0,9
17.10.2025;Fusdal;Morgen;6,1;1,3;4;1,58;0,36
20.10.2025;Fusdal;Morgen;7,4;1,3;4;2,58;0,77
21.10.2025;Fusdal;Morgen;6,9;1,3;4;2,19;0,45
22.10.2025;Fusdal;Morgen;6,2;1,3;4;1,69;0,92
23.10.2025;Fusdal;Morgen;6,5;1,3;4;1,9;0,42
24.10.2025;Fusdal;Morgen;6,3;1,3;4;1,74;0,64
27.10.2025;Fusdal;Morgen;6,2;1,3;4;1,66;0,2
28.10.2025;Fusdal;Morgen;6,9;1,3;4;2,19;0,13
29.10.2025;Fusdal;Morgen;6,4;1,3;4;1,85;0,36
30.10.2025;Fusdal;Morgen;6,6;1,3;4;1,99;0,03
31.10.2025;Fusdal;Morgen;6,2;1,3;4;1,68;0,27
26.11.2025;Fusdal;Morgen;4,3;1,3;4;0,25;0,42
27.11.2025;Fusdal;Morgen;6,2;1,3;4;1,63;0,87
28.11.2025;Fusdal;Morgen;5,6;1,3;4;1,22;0,86
01.12.2025;Fusdal;Morgen;7,1;1,3;4;2,32;0,99
02.12.2025;Fusdal;Morgen;6,6;1,3;4;1,95;0,82
03.12.2025;Fusdal;Morgen;6,3;1,3;4;1,7;0,35
16.10.2025;Grodalen;Morgen;1,5;2;1,3;0,07;0,52
17.10.2025;Grodalen;Morgen;2;2;1,3;0,34;0,95
20.10.2025;Grodalen;Morgen;2,7;2;1,3;0,68;0,71
21.10.2025;Grodalen;Morgen;2,3;2;1,3;0,47;0,46
22.10.2025;Grodalen;Morgen;1,9;2;1,3;0,28;0,19
23.10.2025;Grodalen;Morgen;2;2;1,3;0,34;0,59
24.10.2025;Grodalen;Morgen;1,9;2;1,3;0,26;0,16
27.10.2025;Grodalen;Morgen;2,3;2;1,3;0,46;0,76
28.10.2025;Grodalen;Morgen;2;2;1,3;0,35;0,3
29.10.2025;Grodalen;Morgen;2,3;2;1,3;0,48;0,78
30.10.2025;Grodalen;Morgen;2;2;1,3;0,31;0,3
31.10.2025;Grodalen;Morgen;2,4;2;1,3;0,51;0,19
26.11.2025;Grodalen;Morgen;2,1;2;1,3;0,37;0,93
27.11.2025;Grodalen;Morgen;2,2;2;1,3;0,44;0,83
28.11.2025;Grodalen;Morgen;2,2;2;1,3;0,41;0,64
01.12.2025;Grodalen;Morgen;2,2;2;1,3;0,44;0,27
02.12.2025;Grodalen;Morgen;2,3;2;1,3;0,48;0,6
03.12.2025;Grodalen;Morgen;2,3;2;1,3;0,49;0,77
16.10.2025;Guibekken;Morgen;1,2;1,3;1,2;0,02;0,19
17.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,36;0,66
20.10.2025;Guibekken;Morgen;2;1,3;1,2;0,65;0,41
21.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,39;0,85
22.10.2025;Guibekken;Morgen;1,8;1,3;1,2;0,46;0,23
23.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,39;0,63
24.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,41;0,47
27.10.2025;Guibekken;Morgen;3,5;1,3;1,2;1,8;0,92
28.10.2025;Guibekken;Morgen;;1,3;1,2;1,01;0,21
29.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,4;0,16
30.10.2025;Guibekken;Morgen;1,8;1,3;1,2;0,43;0,78
31.10.2025;Guibekken;Morgen;1,7;1,3;1,2;0,35;0,73
26.11.2025;Guibekken;Morgen;1,6;1,3;1,2;0,27;0,66
27.11.2025;Guibekken;Morgen;1,8;1,3;1,2;0,44;0,97
28.11.2025;Guibekken;Morgen;2;1,3;1,2;0,65;0,14
01.12.2025;Guibekken;Morgen;1,8;1,3;1,2;0,43;0,77
02.12.2025;Guibekken;Morgen;1,8;1,3;1,2;0,43;0,85
03.12.2025;Guibekken;Morgen;1,8;1,3;1,2;0,47;0,96
16.10.2025;H, Stordalens vei;Morgen;2,6;1,3;2,2;0,32;0,4
17.10.2025;H, Stordalens vei;Morgen;4,2;1,3;2,2;1,55;0,2
20.10.2025;H, Stordalens vei;Morgen;3,3;1,3;2,2;0,85;0,38
21.10.2025;H, Stordalens vei;Morgen;3,1;1,3;2,2;0,69;0,9
22.10.2025;H, Stordalens vei;Morgen;4;1,3;2,2;1,41;0,74
23.10.2025;H, Stordalens vei;Morgen;4;1,3;2,2;1,39;0,58
24.10.2025;H, Stordalens vei;Morgen;3,2;1,3;2,2;0,76;0,69
27.10.2025;H, Stordalens vei;Morgen;3,7;1,3;2,2;1,15;0,08
28.10.2025;H, Stordalens vei;Morgen;3,4;1,3;2,2;0,95;0,84
29.10.2025;H, Stordalens vei;Morgen;4,3;1,3;2,2;1,62;1
30.10.2025;H, Stordalens vei;Morgen;3,3;1,3;2,2;0,85;0,06
31.10.2025;H, Stordalens vei;Morgen;3,8;1,3;2,2;1,23;0,69
26.11.2025;H, Stordalens vei;Morgen;3;1,3;2,2;0,65;0,83
27.11.2025;H, Stordalens vei;Morgen;4;1,3;2,2;1,41;0,71
28.11.2025;H, Stordalens vei;Morgen;3,3;1,3;2,2;0,84;0,16
01.12.2025;H, Stordalens vei;Morgen;4,1;1,3;2,2;1,48;0,37
02.12.2025;H, Stordalens vei;Morgen;3,3;1,3;2,2;0,85;0,2
03.12.2025;H, Stordalens vei;Morgen;3;1,3;2,2;0,6;0
16.10.2025;Heggedal stasjon;Morgen;3,1;1,8;3;0,07;0,66
17.10.2025;Heggedal stasjon;Morgen;4,1;1,8;3;0,59;0,38
20.10.2025;Heggedal stasjon;Morgen;3,8;1,8;3;0,43;0,68
21.10.2025;Heggedal stasjon;Morgen;4,2;1,8;3;0,65;1
22.10.2025;Heggedal stasjon;Morgen;5,2;1,8;3;1,25;0,87
23.10.2025;Heggedal stasjon;Morgen;3,7;1,8;3;0,4;0,98
24.10.2025;Heggedal stasjon;Morgen;3,8;1,8;3;0,44;0,11
27.10.2025;Heggedal stasjon;Morgen;3,9;1,8;3;0,51;0,99
28.10.2025;Heggedal stasjon;Morgen;4,2;1,8;3;0,69;0,44
29.10.2025;Heggedal stasjon;Morgen;4,1;1,8;3;0,59;0,63
30.10.2025;Heggedal stasjon;Morgen;3,7;1,8;3;0,37;0,58
31.10.2025;Heggedal stasjon;Morgen;4,4;1,8;3;0,76;0,11
26.11.2025;Heggedal stasjon;Morgen;3,7;1,8;3;0,41;0,39
27.11.2025;Heggedal stasjon;Morgen;3,9;1,8;3;0,51;0,64
28.11.2025;Heggedal stasjon;Morgen;4;1,8;3;0,56;0,64
01.12.2025;Heggedal stasjon;Morgen;4;1,8;3;0,55;0,37
02.12.2025;Heggedal stasjon;Morgen;4;1,8;3;0,56;0,15
03.12.2025;Heggedal stasjon;Morgen;3,7;1,8;3;0,39;0,3
16.10.2025;Hurum kirke;Morgen;18,5;19,8;17,6;0,05;0,66
17.10.2025;Hurum kirke;Morgen;22,7;19,8;17,6;0,26;0,47
20.10.2025;Hurum kirke;Morgen;22,5;19,8;17,6;0,24;0,67
21.10.2025;Hurum kirke;Morgen;22,6;19,8;17,6;0,25;0,42
22.10.2025;Hurum kirke;Morgen;22,8;19,8;17,6;0,26;0,94
23.10.2025;Hurum kirke;Morgen;22,6;19,8;17,6;0,25;0,42
24.10.2025;Hurum kirke;Morgen;21,4;19,8;17,6;0,19;0,63
27.10.2025;Hurum kirke;Morgen;21,5;19,8;17,6;0,19;0,87
28.10.2025;Hurum kirke;Morgen;22,3;19,8;17,6;0,24;0,02
29.10.2025;Hurum kirke;Morgen;22,9;19,8;17,6;0,27;0,22
30.10.2025;Hurum kirke;Morgen;22;19,8;17,6;0,22;0,16
31.10.2025;Hurum kirke;Morgen;21,4;19,8;17,6;0,19;0,32
26.11.2025;Hurum kirke;Morgen;19,4;19,8;17,6;0,09;0,33
27.11.2025;Hurum kirke;Morgen;22,4;19,8;17,6;0,24;0,31
28.11.2025;Hurum kirke;Morgen;22;19,8;17,6;0,22;0,68
01.12.2025;Hurum kirke;Morgen;23,5;19,8;17,6;0,3;0,23
02.12.2025;Hurum kirke;Morgen;22,6;19,8;17,6;0,25;0,71
03.12.2025;Hurum kirke;Morgen;23,3;19,8;17,6;0,29;0
16.10.2025;Kornmagasinet;Morgen;1,9;1,9;1,9;-0,01;0,36
17.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,37;0,07
20.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,33;0,94
21.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,35;0,94
22.10.2025;Kornmagasinet;Morgen;3,1;1,9;1,9;0,61;0,07
23.10.2025;Kornmagasinet;Morgen;2,5;1,9;1,9;0,28;0,05
24.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,33;0,46
27.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,33;0,9
28.10.2025;Kornmagasinet;Morgen;2,5;1,9;1,9;0,27;0,2
29.10.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,34;0,99
30.10.2025;Kornmagasinet;Morgen;2,8;1,9;1,9;0,47;0,87
31.10.2025;Kornmagasinet;Morgen;2,8;1,9;1,9;0,43;0,7
26.11.2025;Kornmagasinet;Morgen;2,2;1,9;1,9;0,14;0,23
27.11.2025;Kornmagasinet;Morgen;6,3;1,9;1,9;2,27;0,3
28.11.2025;Kornmagasinet;Morgen;2,7;1,9;1,9;0,4;0,57
01.12.2025;Kornmagasinet;Morgen;2,7;1,9;1,9;0,39;0,25
02.12.2025;Kornmagasinet;Morgen;3,6;1,9;1,9;0,85;0,41
03.12.2025;Kornmagasinet;Morgen;2,6;1,9;1,9;0,35;0,19
16.10.2025;Odalsveien;Morgen;1,8;0,8;1,3;0,59;0,28
17.10.2025;Odalsveien;Morgen;3,5;0,8;1,3;2,55;0,71
20.10.2025;Odalsveien;Morgen;2,4;0,8;1,3;1,3;0,89
21.10.2025;Odalsveien;Morgen;2,9;0,8;1,3;1,82;0,47
22.10.2025;Odalsveien;Morgen;2,6;0,8;1,3;1,51;0,46
23.10.2025;Odalsveien;Morgen;2,8;0,8;1,3;1,8;0,17
24.10.2025;Odalsveien;Morgen;3,1;0,8;1,3;2,08;0,99
27.10.2025;Odalsveien;Morgen;2,7;0,8;1,3;1,66;0,4
28.10.2025;Odalsveien;Morgen;2,7;0,8;1,3;1,66;0,51
29.10.2025;Odalsveien;Morgen;2,6;0,8;1,3;1,5;0,09
30.10.2025;Odalsveien;Morgen;2,6;0,8;1,3;1,48;0,57
31.10.2025;Odalsveien;Morgen;2,5;0,8;1,3;1,39;0,95
26.11.2025;Odalsveien;Morgen;1,7;0,8;1,3;0,41;0,97
27.11.2025;Odalsveien;Morgen;2,8;0,8;1,3;1,75;0,32
28.11.2025;Odalsveien;Morgen;2,3;0,8;1,3;1,22;0,08
01.12.2025;Odalsveien;Morgen;2,5;0,8;1,3;1,37;0,45
02.12.2025;Odalsveien;Morgen;2,9;0,8;1,3;1,87;0,69
03.12.2025;Odalsveien;Morgen;2,5;0,8;1,3;1,44;0,8
16.10.2025;Risengasletta;Morgen;4,1;1,5;3,4;0,48;0,98
17.10.2025;Risengasletta;Morgen;5,4;1,5;3,4;1,29;0,98
20.10.2025;Risengasletta;Morgen;5,4;1,5;3,4;1,31;0,59
21.10.2025;Risengasletta;Morgen;5,4;1,5;3,4;1,29;0,43
22.10.2025;Risengasletta;Morgen;4,7;1,5;3,4;0,85;0,55
23.10.2025;Risengasletta;Morgen;5,6;1,5;3,4;1,41;0,05
24.10.2025;Risengasletta;Morgen;4,2;1,5;3,4;0,5;0,63
27.10.2025;Risengasletta;Morgen;;1,5;3,4;0,71;0,83
28.10.2025;Risengasletta;Morgen;5,8;1,5;3,4;1,57;0,08
29.10.2025;Risengasletta;Morgen;5,6;1,5;3,4;1,4;0,9
30.10.2025;Risengasletta;Morgen;5,5;1,5;3,4;1,35;0
31.10.2025;Risengasletta;Morgen;5,5;1,5;3,4;1,37;0,77
26.11.2025;Risengasletta;Morgen;3,7;1,5;3,4;0,2;0,53
27.11.2025;Risengasletta;Morgen;5,8;1,5;3,4;1,54;0,6
28.11.2025;Risengasletta;Morgen;4,3;1,5;3,4;0,6;0,27
01.12.2025;Risengasletta;Morgen;5;1,5;3,4;1,05;0,56
02.12.2025;Risengasletta;Morgen;5,6;1,5;3,4;1,4;0,24
03.12.2025;Risengasletta;Morgen;5;1,5;3,4;1,02;0,98
16.10.2025;Spikkestad sentrum;Morgen;7,4;7;6;0,2;0,71
17.10.2025;Spikkestad sentrum;Morgen;8,6;7;6;0,37;0,39
20.10.2025;Spikkestad sentrum;Morgen;8,8;7;6;0,4;0,09
21.10.2025;Spikkestad sentrum;Morgen;8,4;7;6;0,35;0,72
22.10.2025;Spikkestad sentrum;Morgen;8,4;7;6;0,34;0,87
23.10.2025;Spikkestad sentrum;Morgen;9;7;6;0,44;0,38
24.10.2025;Spikkestad sentrum;Morgen;8,4;7;6;0,35;0,4
27.10.2025;Spikkestad sentrum;Morgen;9;7;6;0,43;0,03
28.10.2025;Spikkestad sentrum;Morgen;8,7;7;6;0,39;0,99
29.10.2025;Spikkestad sentrum;Morgen;8,7;7;6;0,39;0,07
30.10.2025;Spikkestad sentrum;Morgen;8,9;7;6;0,41;0,45
31.10.2025;Spikkestad sentrum;Morgen;8,2;7;6;0,31;0,5
26.11.2025;Spikkestad sentrum;Morgen;7,6;7;6;0,22;0,09
27.11.2025;Spikkestad sentrum;Morgen;8,5;7;6;0,35;0,49
28.11.2025;Spikkestad sentrum;Morgen;8,7;7;6;0,38;0,84
01.12.2025;Spikkestad sentrum;Morgen;9;7;6;0,43;0,05
02.12.2025;Spikkestad sentrum;Morgen;8,4;7;6;0,34;0,54
03.12.2025;Spikkestad sentrum;Morgen;8,3;7;6;0,33;0,45
16.10.2025;Stokker;Morgen;2;1,7;1,7;0,16;0,15
17.10.2025;Stokker;Morgen;2,7;1,7;1,7;0,55;0,75
20.10.2025;Stokker;Morgen;2,6;1,7;1,7;0,49;0,65
21.10.2025;Stokker;Morgen;3;1,7;1,7;0,78;0,94
22.10.2025;Stokker;Morgen;2,6;1,7;1,7;0,5;0,4
23.10.2025;Stokker;Morgen;2,4;1,7;1,7;0,38;0,13
24.10.2025;Stokker;Morgen;2,4;1,7;1,7;0,41;0,89
27.10.2025;Stokker;Morgen;2,5;1,7;1,7;0,43;0,63
28.10.2025;Stokker;Morgen;2,7;1,7;1,7;0,6;0,05
29.10.2025;Stokker;Morgen;2,7;1,7;1,7;0,58;0,91
30.10.2025;Stokker;Morgen;2,5;1,7;1,7;0,43;0,04
31.10.2025;Stokker;Morgen;;1,7;1,7;0,46;0,44
26.11.2025;Stokker;Morgen;2,3;1,7;1,7;0,33;0,42
27.11.2025;Stokker;Morgen;2,5;1,7;1,7;0,45;0,71
28.11.2025;Stokker;Morgen;2,7;1,7;1,7;0,55;0,16
01.12.2025;Stokker;Morgen;2,4;1,7;1,7;0,39;0,65
02.12.2025;Stokker;Morgen;2,4;1,7;1,7;0,42;0,38
03.12.2025;Stokker;Morgen;2,5;1,7;1,7;0,45;1
16.10.2025;S¾tre sentrum;Morgen;13,3;11,3;12,2;0,1;0,58
17.10.2025;S¾tre sentrum;Morgen;16,3;11,3;12,2;0,37;0,54
20.10.2025;S¾tre sentrum;Morgen;16,2;11,3;12,2;0,35;0,68
21.10.2025;S¾tre sentrum;Morgen;16,2;11,3;12,2;0,36;0,26
22.10.2025;S¾tre sentrum;Morgen;16,3;11,3;12,2;0,36;0,38
23.10.2025;S¾tre sentrum;Morgen;16,2;11,3;12,2;0,36;0,63
24.10.2025;S¾tre sentrum;Morgen;15,1;11,3;12,2;0,25;0,78
27.10.2025;S¾tre sentrum;Morgen;15,4;11,3;12,2;0,29;0,21
28.10.2025;S¾tre sentrum;Morgen;16;11,3;12,2;0,34;0,59
29.10.2025;S¾tre sentrum;Morgen;17,8;11,3;12,2;0,49;0,15
30.10.2025;S¾tre sentrum;Morgen;16,2;11,3;12,2;0,35;0,56
31.10.2025;S¾tre sentrum;Morgen;16,5;11,3;12,2;0,38;0,29
26.11.2025;S¾tre sentrum;Morgen;14,5;11,3;12,2;0,2;0,48
27.11.2025;S¾tre sentrum;Morgen;17,4;11,3;12,2;0,46;0,58
28.11.2025;S¾tre sentrum;Morgen;16,2;11,3;12,2;0,35;0,41
01.12.2025;S¾tre sentrum;Morgen;17,2;11,3;12,2;0,45;0,73
02.12.2025;S¾tre sentrum;Morgen;16,1;11,3;12,2;0,35;0,76
03.12.2025;S¾tre sentrum;Morgen;16,9;11,3;12,2;0,42;0,32
16.10.2025;Toern;Morgen;5,3;2,8;3,3;0,72;0,72
17.10.2025;Toern;Morgen;5,1;2,8;3,3;0,67;0,03
20.10.2025;Toern;Morgen;4,7;2,8;3,3;0,5;0,25
21.10.2025;Toern;Morgen;4,8;2,8;3,3;0,54;0,89
22.10.2025;Toern;Morgen;5,1;2,8;3,3;0,67;0,72
23.10.2025;Toern;Morgen;4,3;2,8;3,3;0,37;0,93
24.10.2025;Toern;Morgen;4,4;2,8;3,3;0,4;0,82
27.10.2025;Toern;Morgen;;2,8;3,3;0,53;0,22
28.10.2025;Toern;Morgen;4,3;2,8;3,3;0,39;0,76
29.10.2025;Toern;Morgen;4,5;2,8;3,3;0,45;0,89
30.10.2025;Toern;Morgen;4,8;2,8;3,3;0,56;0,42
31.10.2025;Toern;Morgen;4,7;2,8;3,3;0,51;0,71
26.11.2025;Toern;Morgen;3,6;2,8;3,3;0,14;0,06
27.11.2025;Toern;Morgen;4,5;2,8;3,3;0,44;0,56
28.11.2025;Toern;Morgen;4,6;2,8;3,3;0,48;0,28
01.12.2025;Toern;Morgen;4,8;2,8;3,3;0,54;0,39
02.12.2025;Toern;Morgen;4,2;2,8;3,3;0,32;0,09
03.12.2025;Toern;Morgen;4,5;2,8;3,3;0,43;0,23
16.10.2025;Tofte sentrum;Morgen;32;34,2;30,3;0,05;0,83
17.10.2025;Tofte sentrum;Morgen;36;34,2;30,3;0,17;0,45
20.10.2025;Tofte sentrum;Morgen;35,7;34,2;30,3;0,16;0,21
21.10.2025;Tofte sentrum;Morgen;36,1;34,2;30,3;0,17;0,34
22.10.2025;Tofte sentrum;Morgen;36,1;34,2;30,3;0,17;0,94
23.10.2025;Tofte sentrum;Morgen;36;34,2;30,3;0,17;0,39
24.10.2025;Tofte sentrum;Morgen;35,2;34,2;30,3;0,14;0,49
27.10.2025;Tofte sentrum;Morgen;35;34,2;30,3;0,14;0,07
28.10.2025;Tofte sentrum;Morgen;35,6;34,2;30,3;0,16;0,67
29.10.2025;Tofte sentrum;Morgen;35,6;34,2;30,3;0,16;0,13
30.10.2025;Tofte sentrum;Morgen;35,8;34,2;30,3;0,16;0,63
31.10.2025;Tofte sentrum;Morgen;35,3;34,2;30,3;0,15;0,73
26.11.2025;Tofte sentrum;Morgen;34;34,2;30,3;0,11;0,46
27.11.2025;Tofte sentrum;Morgen;36,2;34,2;30,3;0,17;0,04
28.11.2025;Tofte sentrum;Morgen;35,9;34,2;30,3;0,16;0,65
01.12.2025;Tofte sentrum;Morgen;36,8;34,2;30,3;0,19;0,85
02.12.2025;Tofte sentrum;Morgen;36,3;34,2;30,3;0,18;0,95
03.12.2025;Tofte sentrum;Morgen;36,7;34,2;30,3;0,19;0,38
16.10.2025;Vettre;Morgen;3,3;2,7;3;0,1;0,55
17.10.2025;Vettre;Morgen;4,8;2,7;3;0,69;0,81
20.10.2025;Vettre;Morgen;4,9;2,7;3;0,71;0,99
21.10.2025;Vettre;Morgen;4,6;2,7;3;0,61;0,87
22.10.2025;Vettre;Morgen;4,4;2,7;3;0,54;0,61
23.10.2025;Vettre;Morgen;4,2;2,7;3;0,44;0,99
24.10.2025;Vettre;Morgen;4,7;2,7;3;0,65;0,93
27.10.2025;Vettre;Morgen;4,6;2,7;3;0,6;0,16
28.10.2025;Vettre;Morgen;5,6;2,7;3;0,96;0,76
29.10.2025;Vettre;Morgen;4,5;2,7;3;0,57;0,77
30.10.2025;Vettre;Morgen;4,6;2,7;3;0,58;0,26
31.10.2025;Vettre;Morgen;6,8;2,7;3;1,42;0,83
26.11.2025;Vettre;Morgen;4;2,7;3;0,37;0,95
27.11.2025;Vettre;Morgen;6,9;2,7;3;1,45;0,2
28.11.2025;Vettre;Morgen;9,7;2,7;3;2,51;0,63
01.12.2025;Vettre;Morgen;6,5;2,7;3;1,31;0,83
02.12.2025;Vettre;Morgen;6;2,7;3;1,14;0,52
03.12.2025;Vettre;Morgen;6,7;2,7;3;1,39;0,64
16.10.2025;Vollen;Morgen;3,4;2,1;3;0,17;0,87
17.10.2025;Vollen;Morgen;4,7;2,1;3;0,82;0,71
20.10.2025;Vollen;Morgen;4,6;2,1;3;0,75;0,17
21.10.2025;Vollen;Morgen;5,1;2,1;3;1,01;0,31
22.10.2025;Vollen;Morgen;4,5;2,1;3;0,72;0,05
23.10.2025;Vollen;Morgen;5,2;2,1;3;1,03;0,23
24.10.2025;Vollen;Morgen;4,3;2,1;3;0,62;0,9
27.10.2025;Vollen;Morgen;4,4;2,1;3;0,65;0,19
28.10.2025;Vollen;Morgen;7;2,1;3;1,88;0,27
29.10.2025;Vollen;Morgen;5,5;2,1;3;1,17;0,82
30.10.2025;Vollen;Morgen;4,4;2,1;3;0,69;0,92
31.10.2025;Vollen;Morgen;4,2;2,1;3;0,58;0,55
26.11.2025;Vollen;Morgen;3,2;2,1;3;0,1;0,3
27.11.2025;Vollen;Morgen;4,9;2,1;3;0,9;0,55
28.11.2025;Vollen;Morgen;4,4;2,1;3;0,68;0,48
01.12.2025;Vollen;Morgen;4,8;2,1;3;0,86;0,06
02.12.2025;Vollen;Morgen;5,8;2,1;3;1,32;0,87
03.12.2025;Vollen;Morgen;4,4;2,1;3;0,67;0,13
16.10.2025;Blakstad hageby;Ettermiddag;7,8;3,2;4,6;0,998157035;0,11
17.10.2025;Blakstad hageby;Ettermiddag;6,6;3,2;4,6;0,624456465;0,93
20.10.2025;Blakstad hageby;Ettermiddag;8,4;3,2;4,6;1,195998161;0,4
21.10.2025;Blakstad hageby;Ettermiddag;9,4;3,2;4,6;1,491190394;0,87
22.10.2025;Blakstad hageby;Ettermiddag;8,7;3,2;4,6;1,271366538;0,93
23.10.2025;Blakstad hageby;Ettermiddag;8,8;3,2;4,6;1,309050576;0,31
24.10.2025;Blakstad hageby;Ettermiddag;8,2;3,2;4,6;1,126910908;0,86
27.10.2025;Blakstad hageby;Ettermiddag;9,5;3,2;4,6;1,54457589;0,84
28.10.2025;Blakstad hageby;Ettermiddag;8,4;3,2;4,6;1,205419246;0,34
29.10.2025;Blakstad hageby;Ettermiddag;7,4;3,2;4,6;0,866262751;0,39
30.10.2025;Blakstad hageby;Ettermiddag;7,2;3,2;4,6;0,797175188;0,16
31.10.2025;Blakstad hageby;Ettermiddag;6,9;3,2;4,6;0,724947383;0,49
26.11.2025;Blakstad hageby;Ettermiddag;4,9;3,2;4,6;0,089028488;0,53
27.11.2025;Blakstad hageby;Ettermiddag;9,5;3,2;4,6;1,522593609;0,74
28.11.2025;Blakstad hageby;Ettermiddag;7,1;3,2;4,6;0,765771833;0,68
01.12.2025;Blakstad hageby;Ettermiddag;7,8;3,2;4,6;1,00757797;0,3
02.12.2025;Blakstad hageby;Ettermiddag;9,4;3,2;4,6;1,513172525;0,28
03.12.2025;Blakstad hageby;Ettermiddag;9,1;3,2;4,6;1,393839737;0,34
16.10.2025;BŒtst¿;Ettermiddag;8,9;8,7;8,3;0,066218311;0,89
17.10.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,25054331;0,48
20.10.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,263255219;0,25
21.10.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,257476878;0,01
22.10.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,251698758;0,25
23.10.2025;BŒtst¿;Ettermiddag;10,3;8,7;8,3;0,232052839;0,46
24.10.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,257477099;0,55
27.10.2025;BŒtst¿;Ettermiddag;10,4;8,7;8,3;0,244764969;0,74
28.10.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,267877671;0,2
29.10.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,249387421;0,82
30.10.2025;BŒtst¿;Ettermiddag;10,4;8,7;8,3;0,244764969;0,21
31.10.2025;BŒtst¿;Ettermiddag;10,2;8,7;8,3;0,221652046;0,5
26.11.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,258054822;0
27.11.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,265566555;0,22
28.11.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,262099551;0,48
01.12.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,266722224;0,22
02.12.2025;BŒtst¿;Ettermiddag;10,5;8,7;8,3;0,258632546;0,02
03.12.2025;BŒtst¿;Ettermiddag;10,6;8,7;8,3;0,26903334;0,23
16.10.2025;Dalb¿;Ettermiddag;1,7;1,8;1,8;-0,052754423;0,94
17.10.2025;Dalb¿;Ettermiddag;2,7;1,8;1,8;0,474778338;0,65
20.10.2025;Dalb¿;Ettermiddag;2,7;1,8;1,8;0,491177634;0,62
21.10.2025;Dalb¿;Ettermiddag;3;1,8;1,8;0,682510749;0,59
22.10.2025;Dalb¿;Ettermiddag;2,6;1,8;1,8;0,436511924;0,79
23.10.2025;Dalb¿;Ettermiddag;2,4;1,8;1,8;0,338112498;0,16
